# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.app.storage.content.reader.load.component.ms,1698770902567000000,1698770962574000000,0
workspaceModel.orphan.listener.update.ms,1698770902567000000,1698770962574000000,2
jps.save.changed.project.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleBridge.before.changed.ms,1698770902567000000,1698770962574000000,0
jps.global.handle.before.change.events.ms,1698770902567000000,1698770962574000000,0
workspaceModel.global.apply.state.to.project.ms,1698770902567000000,1698770962574000000,23
jps.reload.project.entities.ms,1698770902567000000,1698770962574000000,0
jps.global.get.libraries.ms,1698770902567000000,1698770962574000000,0
jps.global.get.library.ms,1698770902567000000,1698770962574000000,0
jps.facet.change.listener.process.change.events.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1698770902567000000,1698770962574000000,8
workspaceModel.global.updates.count,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1698770902567000000,1698770962574000000,21
jps.apply.loaded.storage.ms,1698770902567000000,1698770962574000000,13
jps.storage.jps.conf.reader.load.component.ms,1698770902567000000,1698770962574000000,10
workspaceModel.save.cache.to.file.ms,1698770902567000000,1698770962574000000,173
jps.artifact.entities.serializer.load.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1698770902567000000,1698770962574000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1698770902567000000,1698770962574000000,0
jps.artifact.entities.serializer.save.entities.ms,1698770902567000000,1698770962574000000,0
jps.load.project.to.empty.storage.ms,1698770902567000000,1698770962574000000,34
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1698770902567000000,1698770962574000000,0
jps.module.iml.entities.serializer.save.entities.ms,1698770902567000000,1698770962574000000,0
jps.library.entities.serializer.save.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.global.updates.ms,1698770902567000000,1698770962574000000,0
jps.facet.change.listener.before.change.events.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1698770902567000000,1698770962574000000,0
jps.library.entities.serializer.load.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.entities.ms,1698770902567000000,1698770962574000000,1
jps.save.global.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1698770902567000000,1698770962574000000,512
jps.global.initialize.library.bridges.after.loading.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleBridge.update.option.ms,1698770902567000000,1698770962574000000,0
workspaceModel.sync.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1698770902567000000,1698770962574000000,0
workspaceModel.load.cache.from.file.ms,1698770902567000000,1698770962574000000,97
workspaceModel.global.apply.state.to.project.builder.ms,1698770902567000000,1698770962574000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1698770902567000000,1698770962574000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1698770902567000000,1698770962574000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1698770902567000000,1698770962574000000,0
jps.global.initialize.library.bridges.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1698770902567000000,1698770962574000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1698770902567000000,1698770962574000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1698770902567000000,1698770962574000000,0
jps.facet.change.listener.init.bridge.ms,1698770902567000000,1698770962574000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1698770902567000000,1698770962574000000,4
jps.project.serializers.save.ms,1698770902567000000,1698770962574000000,0
jps.load.initial.state.ms,1698770902567000000,1698770962574000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1698770902567000000,1698770962574000000,50
jps.global.handle.changed.events.ms,1698770902567000000,1698770962574000000,0
jps.module.iml.entities.serializer.load.entities.ms,1698770902567000000,1698770962574000000,10
workspaceModel.mutableEntityStorage.replace.by.source.ms,1698770902567000000,1698770962574000000,9
workspaceModel.moduleManagerBridge.load.all.modules.ms,1698770902567000000,1698770962574000000,31
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1698770902567000000,1698770962574000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1698770902567000000,1698770962574000000,1
jps.global.get.library.by.name.ms,1698770902567000000,1698770962574000000,0
jps.project.serializers.load.ms,1698770902567000000,1698770962574000000,31
FlushQueue.executionTimeMaxNs,1698770902567000000,1698770962574000000,425721855
NonBlockingReadAction.failedExecutionTimeUs,1698770902567000000,1698770962574000000,0
FlushQueue.queueSize90P,1698770902567000000,1698770962574000000,27
FlushQueue.waitingTimeMaxNs,1698770902567000000,1698770962574000000,375390207
FlushQueue.waitingTimeAvgNs,1698770902567000000,1698770962574000000,4.97129581559322E7
FlushQueue.tasksExecuted,1698770902567000000,1698770962574000000,590
NonBlockingReadAction.finalizedExecutionTimeUs,1698770902567000000,1698770962574000000,72693
AWTEventQueue.dispatchTimeTotalNS,1698770902567000000,1698770962574000000,2212236200
NonBlockingReadAction.finalizedExecutionsCount,1698770902567000000,1698770962574000000,9
FlushQueue.waitingTime90PNs,1698770902567000000,1698770962574000000,209715199
NonBlockingReadAction.failedExecutionsCount,1698770902567000000,1698770962574000000,0
AWTEventQueue.dispatchTime90PNs,1698770902567000000,1698770962574000000,2211839
FlushQueue.executionTimeAvgNs,1698770902567000000,1698770962574000000,2307368.752542373
AWTEventQueue.dispatchTimeMaxNs,1698770902567000000,1698770962574000000,425721855
FlushQueue.queueSizeMax,1698770902567000000,1698770962574000000,70
FlushQueue.queueSizeAvg,1698770902567000000,1698770962574000000,8.067796610169491
AWTEventQueue.eventsDispatched,1698770902567000000,1698770962574000000,1026
AWTEventQueue.dispatchTimeAvgNs,1698770902567000000,1698770962574000000,2154766.5029239766
FlushQueue.executionTime90PNs,1698770902567000000,1698770962574000000,1507327
IndexesFlusher.totalFlushes,1698770902567000000,1698770962574000000,59
VFSFlusher.totalFlushes,1698770902567000000,1698770962574000000,0
IndexesFlusher.totalFlushesRetried,1698770902567000000,1698770962574000000,0
IndexesFlusher.totalContentionQuotaSpent,1698770902567000000,1698770962574000000,0
VFSFlusher.totalFlushesRetried,1698770902567000000,1698770962574000000,0
VFSFlusher.totalFlushingTimeUs,1698770902567000000,1698770962574000000,0
IndexesFlusher.totalFlushingTimeUs,1698770902567000000,1698770962574000000,124193
VFSFlusher.totalContentionQuotaSpent,1698770902567000000,1698770962574000000,0
workspaceModel.collect.changes.ms,1698770902567000000,1698770962574000000,0
workspaceModel.pre.handlers.ms,1698770902567000000,1698770962574000000,0
workspaceModel.updates.count,1698770902567000000,1698770962574000000,3
workspaceModel.updates.precise.ms,1698770902567000000,1698770962574000000,13
workspaceModel.init.bridges.ms,1698770902567000000,1698770962574000000,1
workspaceModel.to.snapshot.ms,1698770902567000000,1698770962574000000,1
workspaceModel.loading.from.cache.ms,1698770902567000000,1698770962574000000,98
workspaceModel.replace.project.model.ms,1698770902567000000,1698770962574000000,0
workspaceModel.loading.total.ms,1698770902567000000,1698770962574000000,105
workspaceModel.update.unloaded.entities.ms,1698770902567000000,1698770962574000000,0
workspaceModel.updates.ms,1698770902567000000,1698770962574000000,37
workspaceModel.check.recursive.update.ms,1698770902567000000,1698770962574000000,1
workspaceModel.initializing.ms,1698770902567000000,1698770962574000000,1
FileNameCache.fastMisses,1698770902567000000,1698770962574000000,275
FileNameCache.queries,1698770902567000000,1698770962574000000,3890
FileNameCache.totalMisses,1698770902567000000,1698770962574000000,243
OS.loadAverage,1698770902567000000,1698770962574000000,0.56005859375
JVM.usedHeapBytes,1698770902567000000,1698770962574000000,244038120
JVM.GC.collectionTimesMs,1698770902567000000,1698770962574000000,85
JVM.maxHeapBytes,1698770902567000000,1698770962574000000,2147483648
JVM.totalCpuTimeMs,1698770902567000000,1698770962574000000,21960
JVM.GC.collections,1698770902567000000,1698770962574000000,18
JVM.threadCount,1698770902567000000,1698770962574000000,109
JVM.maxNativeBytes,1698770902567000000,1698770962574000000,-1
JVM.usedNativeBytes,1698770902567000000,1698770962574000000,210606880
FilePageCache.maxRegisteredFiles,1698770902567000000,1698770962574000000,126
FilePageCache.pageLoads,1698770902567000000,1698770962574000000,59
StorageLockContext.competingThreads.max,1698770902567000000,1698770962574000000,1
StorageLockContext.competingThreads.90P,1698770902567000000,1698770962574000000,0
StreamlinedBlobStorage.recordsAllocated,1698770902567000000,1698770962574000000,259
