# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTimeMaxNs,1698695544914000000,1698695604920000000,471859199
FlushQueue.tasksExecuted,1698695544914000000,1698695604920000000,94
AWTEventQueue.dispatchTimeMaxNs,1698695544914000000,1698695604920000000,471859199
FlushQueue.waitingTimeAvgNs,1698695544914000000,1698695604920000000,2.614998944680851E7
FlushQueue.queueSize90P,1698695544914000000,1698695604920000000,6
AWTEventQueue.dispatchTime90PNs,1698695544914000000,1698695604920000000,602111
FlushQueue.executionTime90PNs,1698695544914000000,1698695604920000000,2375679
FlushQueue.waitingTime90PNs,1698695544914000000,1698695604920000000,127926271
FlushQueue.queueSizeMax,1698695544914000000,1698695604920000000,12
AWTEventQueue.dispatchTimeTotalNS,1698695544914000000,1698695604920000000,858784872
FlushQueue.waitingTimeMaxNs,1698695544914000000,1698695604920000000,383778815
FlushQueue.queueSizeAvg,1698695544914000000,1698695604920000000,1.0425531914893618
FlushQueue.executionTimeAvgNs,1698695544914000000,1698695604920000000,6358609.70212766
AWTEventQueue.dispatchTimeAvgNs,1698695544914000000,1698695604920000000,3474638.769230769
AWTEventQueue.eventsDispatched,1698695544914000000,1698695604920000000,247
IndexesFlusher.totalFlushesRetried,1698695544914000000,1698695604920000000,0
IndexesFlusher.totalFlushingTimeUs,1698695544914000000,1698695604920000000,127008
IndexesFlusher.totalFlushes,1698695544914000000,1698695604920000000,59
VFSFlusher.totalFlushes,1698695544914000000,1698695604920000000,0
VFSFlusher.totalContentionQuotaSpent,1698695544914000000,1698695604920000000,0
IndexesFlusher.totalContentionQuotaSpent,1698695544914000000,1698695604920000000,0
VFSFlusher.totalFlushesRetried,1698695544914000000,1698695604920000000,0
VFSFlusher.totalFlushingTimeUs,1698695544914000000,1698695604920000000,0
StorageLockContext.competingThreads.avg,1698695544914000000,1698695604920000000,0.04201680672268908
FilePageCache.maxRegisteredFiles,1698695544914000000,1698695604920000000,126
FilePageCache.uncachedFileAccess,1698695544914000000,1698695604920000000,18
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1698695544914000000,1698695604920000000,140
FilePageCache.maxCacheSizeInBytes,1698695544914000000,1698695604920000000,61898752
FilePageCache.disposedBuffers,1698695544914000000,1698695604920000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1698695544914000000,1698695604920000000,15
StorageLockContext.competingThreads.max,1698695544914000000,1698695604920000000,5
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1698695544914000000,1698695604920000000,61898752
FilePageCache.pageHits,1698695544914000000,1698695604920000000,0
DirectByteBufferAllocator.reclaimed,1698695544914000000,1698695604920000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1698695544914000000,1698695604920000000,0
DirectByteBufferAllocator.misses,1698695544914000000,1698695604920000000,54
FilePageCache.pageLoads,1698695544914000000,1698695604920000000,57
FilePageCache.pageFastCacheHits,1698695544914000000,1698695604920000000,966
StorageLockContext.competingThreads.90P,1698695544914000000,1698695604920000000,0
StreamlinedBlobStorage.recordsDeleted,1698695544914000000,1698695604920000000,0
StreamlinedBlobStorage.recordsAllocated,1698695544914000000,1698695604920000000,2
DirectByteBufferAllocator.hits,1698695544914000000,1698695604920000000,3
FilePageCache.totalPageLoadsUs,1698695544914000000,1698695604920000000,947423
StreamlinedBlobStorage.recordsRelocated,1698695544914000000,1698695604920000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1698695544914000000,1698695604920000000,0
FilePageCache.totalPageDisposalsUs,1698695544914000000,1698695604920000000,246
DirectByteBufferAllocator.disposed,1698695544914000000,1698695604920000000,0
FilePageCache.capacityInBytes,1698695544914000000,1698695604920000000,524288000
FlushQueue.executionTimeMaxNs,1698695604920000000,1698695664919000000,221249535
FlushQueue.tasksExecuted,1698695604920000000,1698695664919000000,1463
AWTEventQueue.dispatchTimeMaxNs,1698695604920000000,1698695664919000000,283115519
FlushQueue.waitingTimeAvgNs,1698695604920000000,1698695664919000000,2.180955033492823E7
FlushQueue.queueSize90P,1698695604920000000,1698695664919000000,22
AWTEventQueue.dispatchTime90PNs,1698695604920000000,1698695664919000000,929791
FlushQueue.executionTime90PNs,1698695604920000000,1698695664919000000,430079
NonBlockingReadAction.finalizedExecutionsCount,1698695604920000000,1698695664919000000,229
FlushQueue.waitingTime90PNs,1698695604920000000,1698695664919000000,102236159
FlushQueue.queueSizeMax,1698695604920000000,1698695664919000000,68
AWTEventQueue.dispatchTimeTotalNS,1698695604920000000,1698695664919000000,2795421183
FlushQueue.waitingTimeMaxNs,1698695604920000000,1698695664919000000,278921215
NonBlockingReadAction.failedExecutionTimeUs,1698695604920000000,1698695664919000000,6717
FlushQueue.queueSizeAvg,1698695604920000000,1698695664919000000,5.661654135338346
NonBlockingReadAction.finalizedExecutionTimeUs,1698695604920000000,1698695664919000000,2072142
NonBlockingReadAction.failedExecutionsCount,1698695604920000000,1698695664919000000,2
FlushQueue.executionTimeAvgNs,1698695604920000000,1698695664919000000,831721.5010252905
AWTEventQueue.dispatchTimeAvgNs,1698695604920000000,1698695664919000000,1136031.5840779855
AWTEventQueue.eventsDispatched,1698695604920000000,1698695664919000000,2462
FileNameCache.queries,1698695604920000000,1698695664919000000,11140
FileNameCache.fastMisses,1698695604920000000,1698695664919000000,329
FileNameCache.totalMisses,1698695604920000000,1698695664919000000,238
JVM.threadCount,1698695604920000000,1698695664919000000,114
JVM.usedHeapBytes,1698695604920000000,1698695664919000000,247533600
JVM.maxHeapBytes,1698695604920000000,1698695664919000000,2147483648
JVM.usedNativeBytes,1698695604920000000,1698695664919000000,241521720
JVM.totalCpuTimeMs,1698695604920000000,1698695664919000000,31350
OS.loadAverage,1698695604920000000,1698695664919000000,0.7529296875
JVM.GC.collectionTimesMs,1698695604920000000,1698695664919000000,90
JVM.GC.collections,1698695604920000000,1698695664919000000,17
JVM.maxNativeBytes,1698695604920000000,1698695664919000000,-1
IndexesFlusher.totalFlushesRetried,1698695604920000000,1698695664919000000,0
IndexesFlusher.totalFlushingTimeUs,1698695604920000000,1698695664919000000,191642
IndexesFlusher.totalFlushes,1698695604920000000,1698695664919000000,59
VFSFlusher.totalFlushes,1698695604920000000,1698695664919000000,6
VFSFlusher.totalContentionQuotaSpent,1698695604920000000,1698695664919000000,0
IndexesFlusher.totalContentionQuotaSpent,1698695604920000000,1698695664919000000,0
VFSFlusher.totalFlushesRetried,1698695604920000000,1698695664919000000,0
VFSFlusher.totalFlushingTimeUs,1698695604920000000,1698695664919000000,23322
workspaceModel.save.cache.to.file.ms,1698695604920000000,1698695664919000000,146
workspaceModel.mutableEntityStorage.entities.ms,1698695604920000000,1698695664919000000,2
jps.save.changed.project.entities.ms,1698695604920000000,1698695664919000000,22
workspaceModel.mutableEntityStorage.referrers.ms,1698695604920000000,1698695664919000000,0
jps.reload.project.entities.ms,1698695604920000000,1698695664919000000,0
jps.app.storage.content.reader.load.component.ms,1698695604920000000,1698695664919000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1698695604920000000,1698695664919000000,0
jps.global.initialize.library.bridges.after.loading.ms,1698695604920000000,1698695664919000000,0
workspaceModel.global.updates.count,1698695604920000000,1698695664919000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1698695604920000000,1698695664919000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1698695604920000000,1698695664919000000,0
jps.apply.loaded.storage.ms,1698695604920000000,1698695664919000000,248
workspaceModel.mutableEntityStorage.add.entity.ms,1698695604920000000,1698695664919000000,12
jps.app.storage.content.writer.save.component.ms,1698695604920000000,1698695664919000000,0
jps.global.get.library.by.name.ms,1698695604920000000,1698695664919000000,0
jps.save.global.entities.ms,1698695604920000000,1698695664919000000,35
