# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalNativeBytesAllocated,1705521912316000000,1705521940193000000,114688
FilePageCacheLockFree.totalPagesReclaimed,1705521912316000000,1705521940193000000,14
StorageLockContext.competingThreads.90P,1705521912316000000,1705521940193000000,0
FilePageCache.disposedBuffers,1705521912316000000,1705521940193000000,523
DirectByteBufferAllocator.reclaimed,1705521912316000000,1705521940193000000,97
FilePageCacheLockFree.housekeeperTimeSpentMs,1705521912316000000,1705521940193000000,76
FilePageCacheLockFree.nativeBytesInUse,1705521912316000000,1705521940193000000,0
FilePageCache.capacityInBytes,1705521912316000000,1705521940193000000,503316478
FilePageCacheLockFree.totalPagesRequested,1705521912316000000,1705521940193000000,566
FilePageCache.pageHits,1705521912316000000,1705521940193000000,18
FileChannelInterruptsRetryer.totalRetriedAttempts,1705521912316000000,1705521940193000000,0
DirectByteBufferAllocator.misses,1705521912316000000,1705521940193000000,494
FilePageCache.totalPageLoadsUs,1705521912316000000,1705521940193000000,526821
FilePageCacheLockFree.housekeeperTurnsDone,1705521912316000000,1705521940193000000,58
DirectByteBufferAllocator.disposed,1705521912316000000,1705521940193000000,440
FilePageCache.totalPageDisposalsUs,1705521912316000000,1705521940193000000,2098
FilePageCacheLockFree.totalBytesRequested,1705521912316000000,1705521940193000000,4636672
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705521912316000000,1705521940193000000,42057728
FilePageCache.uncachedFileAccess,1705521912316000000,1705521940193000000,332
FilePageCacheLockFree.totalNativeBytesReclaimed,1705521912316000000,1705521940193000000,114688
StorageLockContext.competingThreads.max,1705521912316000000,1705521940193000000,0
FilePageCacheLockFree.totalPagesWriteMs,1705521912316000000,1705521940193000000,0
FilePageCacheLockFree.totalPagesAllocated,1705521912316000000,1705521940193000000,14
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1705521912316000000,1705521940193000000,42057728
FilePageCacheLockFree.totalPagesRequestsMs,1705521912316000000,1705521940193000000,8
FilePageCacheLockFree.totalHeapBytesAllocated,1705521912316000000,1705521940193000000,0
FilePageCacheLockFree.totalBytesRead,1705521912316000000,1705521940193000000,102455
FilePageCacheLockFree.totalClosedStoragesReclaimed,1705521912316000000,1705521940193000000,2
FilePageCacheLockFree.housekeeperTurnsSkipped,1705521912316000000,1705521940193000000,25493
FilePageCacheLockFree.totalPageAllocationsWaited,1705521912316000000,1705521940193000000,0
FilePageCache.maxRegisteredFiles,1705521912316000000,1705521940193000000,1259
FilePageCacheLockFree.totalPagesReadMs,1705521912316000000,1705521940193000000,4
DirectByteBufferAllocator.hits,1705521912316000000,1705521940193000000,43
FilePageCache.maxCacheSizeInBytes,1705521912316000000,1705521940193000000,503324672
FilePageCache.pageFastCacheHits,1705521912316000000,1705521940193000000,14166
FilePageCache.pageLoadsAboveSizeThreshold,1705521912316000000,1705521940193000000,39
FilePageCache.pageLoads,1705521912316000000,1705521940193000000,484
FilePageCacheLockFree.totalBytesWritten,1705521912316000000,1705521940193000000,5713
FilePageCacheLockFree.totalPagesHandedOver,1705521912316000000,1705521940193000000,0
FilePageCacheLockFree.heapBytesInUse,1705521912316000000,1705521940193000000,0
FilePageCacheLockFree.totalPagesWritten,1705521912316000000,1705521940193000000,4
StorageLockContext.competingThreads.avg,1705521912316000000,1705521940193000000,0.0
FilePageCacheLockFree.totalHeapBytesReclaimed,1705521912316000000,1705521940193000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1705521912316000000,1705521940193000000,318008
NonBlockingReadAction.finalizedExecutionsCount,1705521912316000000,1705521940193000000,72
NonBlockingReadAction.failedExecutionTimeUs,1705521912316000000,1705521940193000000,269960
NonBlockingReadAction.failedExecutionsCount,1705521912316000000,1705521940193000000,2
AWTEventQueue.dispatchTimeTotalNS,1705521912316000000,1705521940193000000,4561304646
jps.apply.loaded.storage.ms,1705521912316000000,1705521940193000000,18
jps.storage.jps.conf.reader.load.component.ms,1705521912316000000,1705521940193000000,5
jps.global.handle.changed.events.ms,1705521912316000000,1705521940193000000,0
workspaceModel.global.updates.ms,1705521912316000000,1705521940193000000,0
workspaceModel.global.updates.count,1705521912316000000,1705521940193000000,0
jps.reload.project.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.save.cache.to.file.ms,1705521912316000000,1705521940193000000,31
jps.facet.change.listener.process.change.events.ms,1705521912316000000,1705521940193000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1705521912316000000,1705521940193000000,3
workspaceModel.sync.entities.ms,1705521912316000000,1705521940193000000,0
jps.global.handle.before.change.events.ms,1705521912316000000,1705521940193000000,0
jps.global.get.libraries.ms,1705521912316000000,1705521940193000000,1
jps.save.changed.project.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1705521912316000000,1705521940193000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1705521912316000000,1705521940193000000,248
workspaceModel.mutableEntityStorage.has.same.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1705521912316000000,1705521940193000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1705521912316000000,1705521940193000000,4
jps.artifact.entities.serializer.save.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1705521912316000000,1705521940193000000,7
workspaceModel.mutableEntityStorage.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleBridge.update.option.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1705521912316000000,1705521940193000000,429
jps.artifact.entities.serializer.load.entities.ms,1705521912316000000,1705521940193000000,0
jps.project.serializers.load.ms,1705521912316000000,1705521940193000000,23
jps.load.project.to.empty.storage.ms,1705521912316000000,1705521940193000000,48
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1705521912316000000,1705521940193000000,14
jps.global.get.library.ms,1705521912316000000,1705521940193000000,0
jps.global.initialize.library.bridges.ms,1705521912316000000,1705521940193000000,0
jps.save.global.entities.ms,1705521912316000000,1705521940193000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1705521912316000000,1705521940193000000,0
workspaceModel.orphan.listener.update.ms,1705521912316000000,1705521940193000000,2
workspaceModel.mutableEntityStorage.entities.by.source.ms,1705521912316000000,1705521940193000000,2
jps.global.get.library.by.name.ms,1705521912316000000,1705521940193000000,0
workspaceModel.load.cache.from.file.ms,1705521912316000000,1705521940193000000,120
workspaceModel.moduleBridge.before.changed.ms,1705521912316000000,1705521940193000000,0
jps.module.iml.entities.serializer.save.entities.ms,1705521912316000000,1705521940193000000,0
jps.library.entities.serializer.save.entities.ms,1705521912316000000,1705521940193000000,0
jps.facet.change.listener.before.change.events.ms,1705521912316000000,1705521940193000000,0
workspaceModel.global.apply.state.to.project.ms,1705521912316000000,1705521940193000000,47
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1705521912316000000,1705521940193000000,0
jps.facet.change.listener.init.bridge.ms,1705521912316000000,1705521940193000000,0
jps.library.entities.serializer.load.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1705521912316000000,1705521940193000000,0
jps.project.serializers.save.ms,1705521912316000000,1705521940193000000,0
workspaceModel.load.cache.metadata.from.file.ms,1705521912316000000,1705521940193000000,23
jps.global.initialize.library.bridges.after.loading.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1705521912316000000,1705521940193000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1705521912316000000,1705521940193000000,68
workspaceModel.moduleManagerBridge.create.module.instance.ms,1705521912316000000,1705521940193000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1705521912316000000,1705521940193000000,0
jps.module.iml.entities.serializer.load.entities.ms,1705521912316000000,1705521940193000000,10
workspaceModel.moduleManagerBridge.newModule.ms,1705521912316000000,1705521940193000000,0
jps.app.storage.content.writer.save.component.ms,1705521912316000000,1705521940193000000,0
jps.load.initial.state.ms,1705521912316000000,1705521940193000000,9
jps.app.storage.content.reader.load.component.ms,1705521912316000000,1705521940193000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1705521912316000000,1705521940193000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1705521912316000000,1705521940193000000,2
workspaceModel.update.unloaded.entities.ms,1705521912316000000,1705521940193000000,0
workspaceModel.updates.count,1705521912316000000,1705521940193000000,3
workspaceModel.init.bridges.ms,1705521912316000000,1705521940193000000,1
workspaceModel.replace.project.model.ms,1705521912316000000,1705521940193000000,0
workspaceModel.updates.precise.ms,1705521912316000000,1705521940193000000,15
workspaceModel.updates.ms,1705521912316000000,1705521940193000000,62
workspaceModel.pre.handlers.ms,1705521912316000000,1705521940193000000,1
workspaceModel.check.recursive.update.ms,1705521912316000000,1705521940193000000,0
workspaceModel.to.snapshot.ms,1705521912316000000,1705521940193000000,0
workspaceModel.collect.changes.ms,1705521912316000000,1705521940193000000,0
workspaceModel.initializing.ms,1705521912316000000,1705521940193000000,1
workspaceModel.loading.from.cache.ms,1705521912316000000,1705521940193000000,123
workspaceModel.loading.total.ms,1705521912316000000,1705521940193000000,133
Indexes.entries.lookupDurationMaxMs,1705521912316000000,1705521940193000000,0.0
Indexes.entries.lookups,1705521912316000000,1705521940193000000,0.0
Indexes.stubs.lookupDuration90PMs,1705521912316000000,1705521940193000000,0.0
Indexes.entries.lookupDuration90PMs,1705521912316000000,1705521940193000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1705521912316000000,1705521940193000000,0.0
Indexes.stubs.lookups,1705521912316000000,1705521940193000000,0.0
Indexes.stubs.lookupDurationAvgMs,1705521912316000000,1705521940193000000,0.0
Indexes.allKeys.lookupDuration90PMs,1705521912316000000,1705521940193000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1705521912316000000,1705521940193000000,0.0
Indexes.allKeys.lookups,1705521912316000000,1705521940193000000,0.0
Indexes.stubs.lookupDurationMaxMs,1705521912316000000,1705521940193000000,0.0
Indexes.entries.lookupDurationAvgMs,1705521912316000000,1705521940193000000,0.0
