# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.to.snapshot.ms,1705521943866000000,1705522003888000000,0
workspaceModel.initializing.ms,1705521943866000000,1705522003888000000,2
workspaceModel.update.unloaded.entities.ms,1705521943866000000,1705522003888000000,0
workspaceModel.updates.ms,1705521943866000000,1705522003888000000,75
workspaceModel.loading.from.cache.ms,1705521943866000000,1705522003888000000,163
workspaceModel.init.bridges.ms,1705521943866000000,1705522003888000000,2
workspaceModel.updates.precise.ms,1705521943866000000,1705522003888000000,18
workspaceModel.replace.project.model.ms,1705521943866000000,1705522003888000000,0
workspaceModel.check.recursive.update.ms,1705521943866000000,1705522003888000000,0
workspaceModel.pre.handlers.ms,1705521943866000000,1705522003888000000,1
workspaceModel.updates.count,1705521943866000000,1705522003888000000,3
workspaceModel.collect.changes.ms,1705521943866000000,1705522003888000000,0
workspaceModel.loading.total.ms,1705521943866000000,1705522003888000000,174
FileNameCache.queries,1705521943866000000,1705522003888000000,571863
FileNameCache.totalMisses,1705521943866000000,1705522003888000000,43439
JVM.totalCpuTimeMs,1705521943866000000,1705522003888000000,49060
JVM.maxNativeBytes,1705521943866000000,1705522003888000000,-1
JVM.GC.collectionTimesMs,1705521943866000000,1705522003888000000,180
JVM.usedHeapBytes,1705521943866000000,1705522003888000000,449884160
JVM.threadCount,1705521943866000000,1705522003888000000,133
JVM.GC.collections,1705521943866000000,1705522003888000000,19
OS.loadAverage,1705521943866000000,1705522003888000000,1.3623046875
JVM.totalBytesAllocated,1705521943866000000,1705522003888000000,1582695656
JVM.usedNativeBytes,1705521943866000000,1705522003888000000,407401488
JVM.maxHeapBytes,1705521943866000000,1705522003888000000,2147483648
NonBlockingReadAction.finalizedExecutionsCount,1705521943866000000,1705522003888000000,73
ReadAction.executionsCount,1705521943866000000,1705522003888000000,101303
AWTEventQueue.eventsDispatched,1705521943866000000,1705522003888000000,0
FlushQueue.waitingTimeAvgNs,1705521943866000000,1705522003888000000,0.0
FlushQueue.executionTimeMaxNs,1705521943866000000,1705522003888000000,0
FlushQueue.executionTimeAvgNs,1705521943866000000,1705522003888000000,0.0
FlushQueue.waitingTime90PNs,1705521943866000000,1705522003888000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1705521943866000000,1705522003888000000,634043
WriteAction.executionsCount,1705521943866000000,1705522003888000000,8
AWTEventQueue.dispatchTimeTotalNS,1705521943866000000,1705522003888000000,4901826047
NonBlockingReadAction.failedExecutionsCount,1705521943866000000,1705522003888000000,1
AWTEventQueue.dispatchTimeMaxNs,1705521943866000000,1705522003888000000,0
FlushQueue.tasksExecuted,1705521943866000000,1705522003888000000,0
AWTEventQueue.dispatchTime90PNs,1705521943866000000,1705522003888000000,0
FlushQueue.queueSize90P,1705521943866000000,1705522003888000000,0
NonBlockingReadAction.failedExecutionTimeUs,1705521943866000000,1705522003888000000,2974
FlushQueue.waitingTimeMaxNs,1705521943866000000,1705522003888000000,0
AWTEventQueue.dispatchTimeAvgNs,1705521943866000000,1705522003888000000,0.0
FlushQueue.queueSizeAvg,1705521943866000000,1705522003888000000,0.0
FlushQueue.queueSizeMax,1705521943866000000,1705522003888000000,0
FlushQueue.executionTime90PNs,1705521943866000000,1705522003888000000,0
jps.global.get.libraries.ms,1705521943866000000,1705522003888000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1705521943866000000,1705522003888000000,8
workspaceModel.save.cache.to.file.ms,1705521943866000000,1705522003888000000,27
workspaceModel.global.updates.ms,1705521943866000000,1705522003888000000,0
